college, major, class
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 488
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 382
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 334
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 333
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,ENGR 101
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 170
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 160
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,MATH 166
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,MATH 165
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,PHYS 221
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CHEM 167
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,ENGL 250
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,ENGL 150
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 122
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 121
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,LIB 160
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 222
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 241
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 111
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 251
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,PHYS 222
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,MATH 267
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,M E 231
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,E E 442
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 352
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 353
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,E M 378
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,E M 324
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 332
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,I E 305
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 422
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 487
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 441
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,CON E 488
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,M E 436
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,M E 442
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,M E 441
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 501
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 502
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 503
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 505
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 594A
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 594N
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 594O
College of Engineering,Construction Engineering- B.S. heavy/highway emphasis,C E 594P
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGL 150
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGL 250
College of Engineering,Construction Engineering- B.S. mechanical emphasis,LIB 160
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGL 302
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGL 309
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGL 314
College of Engineering,Construction Engineering- B.S. mechanical emphasis,PSYCH 101
College of Engineering,Construction Engineering- B.S. mechanical emphasis,PSYCH 230
College of Engineering,Construction Engineering- B.S. mechanical emphasis,PSYCH 250
College of Engineering,Construction Engineering- B.S. mechanical emphasis,PSYCH 280
College of Engineering,Construction Engineering- B.S. mechanical emphasis,SOC 134
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ECON 101
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CHEM 167
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGL 150
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGL 250
College of Engineering,Construction Engineering- B.S. mechanical emphasis,ENGR 101
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 160
College of Engineering,Construction Engineering- B.S. mechanical emphasis,LIB 160
College of Engineering,Construction Engineering- B.S. mechanical emphasis,MATH 165
College of Engineering,Construction Engineering- B.S. mechanical emphasis,MATH 166
College of Engineering,Construction Engineering- B.S. mechanical emphasis,PHYS 221
College of Engineering,Construction Engineering- B.S. mechanical emphasis,STAT 305
College of Engineering,Construction Engineering- B.S. mechanical emphasis,MATH 267
College of Engineering,Construction Engineering- B.S. mechanical emphasis,PHYS 222
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E M 274
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E M 324
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 422
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 441
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E M 378
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 332
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 360
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 322
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 340
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 333
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 334
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 383
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 352
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 353
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E M 327
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 360
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 322
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 340
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 333
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 334
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 382
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E M 327
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 381A
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 481A
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 594E
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 594F
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 505
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 594O
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 501
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 502
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 503
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 355
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 372
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 417
College of Engineering,Construction Engineering- B.S. mechanical emphasis,C E 460
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E E 230
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E E 303
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E E 456
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 352
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 353
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E E 201
College of Engineering,Construction Engineering- B.S. mechanical emphasis,E E 457
College of Engineering,Construction Engineering- B.S. mechanical emphasis,M E 231
College of Engineering,Construction Engineering- B.S. mechanical emphasis,M E 436
College of Engineering,Construction Engineering- B.S. mechanical emphasis,M E 441
College of Engineering,Construction Engineering- B.S. mechanical emphasis,CON E 352
